search_keyword,title,company,location,salary_min,salary_max,category,created,description,redirect_url,combined_text,extracted_skills
data scientist,Data Scientist - NYC,The Hollister Group,"Lynn, Essex County",115849.76,115849.76,Accounting & Finance Jobs,2026-08-11 17:28:46+00:00,"Our client is seeking a talented Data Scientist to join their team as an independent remote employee. Our team brings data science and machine learning to the private equity investment process, providing unparalleled access to alternative data sources and proprietary data from portfolio companies. You'll be at the forefront of high-value tactical workflows that drive all aspects of the investment process. As a Data Scientist with our client, you'll have the opportunity to own due diligence proc…",https://www.adzuna.com/land/ad/5837197293?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=42945193C0E8F9B8AD72E3F7CA3F4C14779C98C0,"Data Scientist - NYC Our client is seeking a talented Data Scientist to join their team as an independent remote employee. Our team brings data science and machine learning to the private equity investment process, providing unparalleled access to alternative data sources and proprietary data from portfolio companies. You'll be at the forefront of high-value tactical workflows that drive all aspects of the investment process. As a Data Scientist with our client, you'll have the opportunity to own due diligence proc… Accounting & Finance Jobs",['machine learning']
data scientist,Data Scientist - NYC,The Hollister Group,"Watertown, Middlesex County",182300.36,182300.36,Accounting & Finance Jobs,2026-07-22 17:01:34+00:00,"Our client is seeking a talented Data Scientist to join their team as an independent remote employee. Our team brings data science and machine learning to the private equity investment process, providing unparalleled access to alternative data sources and proprietary data from portfolio companies. You'll be at the forefront of high-value tactical workflows that drive all aspects of the investment process. As a Data Scientist with our client, you'll have the opportunity to own due diligence proc…",https://www.adzuna.com/land/ad/5811188959?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=463A2ACE3B08A00E5E6CA999CCD29945ED061373,"Data Scientist - NYC Our client is seeking a talented Data Scientist to join their team as an independent remote employee. Our team brings data science and machine learning to the private equity investment process, providing unparalleled access to alternative data sources and proprietary data from portfolio companies. You'll be at the forefront of high-value tactical workflows that drive all aspects of the investment process. As a Data Scientist with our client, you'll have the opportunity to own due diligence proc… Accounting & Finance Jobs",['machine learning']
data scientist,Data Scientist,ManTech International,"Chantilly, Fairfax County",120000.0,160000.0,IT Jobs,2026-07-26 06:03:20+00:00,"At ManTech, we are dedicated to providing advanced technology and solutions to secure our national security. We are seeking a Data Scientist who will leverage data analytics, machine learning, and artificial intelligence to support critical missions across the U.S. intelligence community and federal agencies. The right candidate will contribute to the maintenance of our nation's security by transforming large amounts of complex data into actionable intelligence. Develop predictive models and al…",https://www.adzuna.com/land/ad/5816413099?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=6DCD85402292FB06587401F79C9710BCB900CEB2,"Data Scientist At ManTech, we are dedicated to providing advanced technology and solutions to secure our national security. We are seeking a Data Scientist who will leverage data analytics, machine learning, and artificial intelligence to support critical missions across the U.S. intelligence community and federal agencies. The right candidate will contribute to the maintenance of our nation's security by transforming large amounts of complex data into actionable intelligence. Develop predictive models and al… IT Jobs",['machine learning']
data scientist,Data Scientist,The Hollister Group,"Watertown, Middlesex County",135000.0,180000.0,IT Jobs,2026-08-11 19:39:19+00:00,"The Hollister Group seeks a Data Scientist to support our professional, scientific, and technical services clients through data-driven talent solutions. In this role, you will analyze workforce, recruiting, and business performance data to uncover trends, build predictive models, and deliver actionable insights. You’ll partner closely with stakeholders to design dashboards, optimize staffing strategies, and improve decision-making. Hollister’s collaborative, inclusive culture offers hands-on ex…",https://www.adzuna.com/land/ad/5837416426?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=D3F199FD285BDBA8B8412E4788FF7BE528ED6171,"Data Scientist The Hollister Group seeks a Data Scientist to support our professional, scientific, and technical services clients through data-driven talent solutions. In this role, you will analyze workforce, recruiting, and business performance data to uncover trends, build predictive models, and deliver actionable insights. You’ll partner closely with stakeholders to design dashboards, optimize staffing strategies, and improve decision-making. Hollister’s collaborative, inclusive culture offers hands-on ex… IT Jobs",[]
data scientist,Data Scientist,The Hollister Group,"Lynn, Essex County",135000.0,180000.0,IT Jobs,2026-08-11 19:43:12+00:00,"The Hollister Group seeks a Data Scientist to support our professional, scientific, and technical services clients through data-driven talent solutions. In this role, you will analyze workforce, recruiting, and business performance data to uncover trends, build predictive models, and deliver actionable insights. You’ll partner closely with stakeholders to design dashboards, optimize staffing strategies, and improve decision-making. Hollister’s collaborative, inclusive culture offers hands-on ex…",https://www.adzuna.com/land/ad/5837417964?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=F13AA34F68947497B2C967A926F167020D8E6E57,"Data Scientist The Hollister Group seeks a Data Scientist to support our professional, scientific, and technical services clients through data-driven talent solutions. In this role, you will analyze workforce, recruiting, and business performance data to uncover trends, build predictive models, and deliver actionable insights. You’ll partner closely with stakeholders to design dashboards, optimize staffing strategies, and improve decision-making. Hollister’s collaborative, inclusive culture offers hands-on ex… IT Jobs",[]
data scientist,Data Scientist,The Hollister Group,"Bedford, Middlesex County",135000.0,180000.0,IT Jobs,2026-08-11 19:56:15+00:00,"The Hollister Group seeks a Data Scientist to support our professional, scientific, and technical services clients through data-driven talent solutions. In this role, you will analyze workforce, recruiting, and business performance data to uncover trends, build predictive models, and deliver actionable insights. You’ll partner closely with stakeholders to design dashboards, optimize staffing strategies, and improve decision-making. Hollister’s collaborative, inclusive culture offers hands-on ex…",https://www.adzuna.com/land/ad/5837420905?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=4D22B31D470D67543A99369A9FD7CF9AE92AF4FC,"Data Scientist The Hollister Group seeks a Data Scientist to support our professional, scientific, and technical services clients through data-driven talent solutions. In this role, you will analyze workforce, recruiting, and business performance data to uncover trends, build predictive models, and deliver actionable insights. You’ll partner closely with stakeholders to design dashboards, optimize staffing strategies, and improve decision-making. Hollister’s collaborative, inclusive culture offers hands-on ex… IT Jobs",[]
data scientist,"Data Scientist, Senior","BOOZ, ALLEN & HAMILTON, INC.","South, Arlington County",199973.14,199973.14,IT Jobs,2026-08-03 17:32:13+00:00,"Job Description Data Scientist, Senior\n The Opportunity: \n \n \nAs a data scientist, you're excited at the prospect of unlocking the secrets held by a data set, and you're fascinated by the possibilities presented by IoT, machine learning, and artifi cia l intelligence (AI). In an increasingly connected world, massive amounts of structured and unstructured data open new opportunities. As a data scientist at Booz Allen, you can help turn these complex data sets into useful information to solve…",https://www.adzuna.com/land/ad/5826906725?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=A6BE1B2290CCE741436F70D8EA2C921D035EBE5D,"Data Scientist, Senior Job Description Data Scientist, Senior\n The Opportunity: \n \n \nAs a data scientist, you're excited at the prospect of unlocking the secrets held by a data set, and you're fascinated by the possibilities presented by IoT, machine learning, and artifi cia l intelligence (AI). In an increasingly connected world, massive amounts of structured and unstructured data open new opportunities. As a data scientist at Booz Allen, you can help turn these complex data sets into useful information to solve… IT Jobs",['machine learning']
data scientist,"Data Scientist, Senior","BOOZ, ALLEN & HAMILTON, INC.","Pimmit, Fairfax County",237392.02,237392.02,IT Jobs,2026-08-03 17:28:00+00:00,"Job Description Data Scientist, Senior\n The Opportunity: \n \n \nAs a data scientist, you're excited at the prospect of unlocking the secrets held by a data set, and you're fascinated by the possibilities presented by IoT, machine learning, and artifi cia l intelligence (AI). In an increasingly connected world, massive amounts of structured and unstructured data open new opportunities. As a data scientist at Booz Allen, you can help turn these complex data sets into useful information to solve…",https://www.adzuna.com/land/ad/5826890172?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=795F419CF5B2D20C12907E8776C23C5E2F1E24FB,"Data Scientist, Senior Job Description Data Scientist, Senior\n The Opportunity: \n \n \nAs a data scientist, you're excited at the prospect of unlocking the secrets held by a data set, and you're fascinated by the possibilities presented by IoT, machine learning, and artifi cia l intelligence (AI). In an increasingly connected world, massive amounts of structured and unstructured data open new opportunities. As a data scientist at Booz Allen, you can help turn these complex data sets into useful information to solve… IT Jobs",['machine learning']
data scientist,Data Scientist,MANTECH,"Tampa, Hillsborough County",112013.98,112013.98,IT Jobs,2026-07-06 11:33:01+00:00,"hackajob is collaborating with MANTECH to connect them with exceptional professionals for this role. MANTECH seeks a motivated, career and customer-oriented Data Scientist to join our team in Tampa, FL . The Data Scientist will leverage their strong technical background and knowledge to interpret and analyze complex sets of data to produce actionable insights. This role requires a knowledge of programming, mathematical modeling, and statistics to carry out machine learning projects. Responsibil…",https://www.adzuna.com/land/ad/5789985191?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=ECDE68B23D3AC312E311C3894F422B9A35507C99,"Data Scientist hackajob is collaborating with MANTECH to connect them with exceptional professionals for this role. MANTECH seeks a motivated, career and customer-oriented Data Scientist to join our team in Tampa, FL . The Data Scientist will leverage their strong technical background and knowledge to interpret and analyze complex sets of data to produce actionable insights. This role requires a knowledge of programming, mathematical modeling, and statistics to carry out machine learning projects. Responsibil… IT Jobs","['machine learning', 'statistics']"
data scientist,Data Scientist,MANTECH,"Springfield, Effingham County",103764.39,103764.39,IT Jobs,2026-07-08 16:10:15+00:00,"hackajob is collaborating with MANTECH to connect them with exceptional professionals for this role. MANTECH seeks a motivated, career and customer-oriented Data Scientist to join our team in Springfield, VA . This is a full-time onsite position. The Data Scientist shall support the maintenance and implementation of the data architecture for all Program data. This position requires experience with databases, cloud architectures, and compliance with data standards. This position is responsible f…",https://www.adzuna.com/land/ad/5792991528?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=8153E7478DECFDC1171862ABD6C9D22DA42C2FBC,"Data Scientist hackajob is collaborating with MANTECH to connect them with exceptional professionals for this role. MANTECH seeks a motivated, career and customer-oriented Data Scientist to join our team in Springfield, VA . This is a full-time onsite position. The Data Scientist shall support the maintenance and implementation of the data architecture for all Program data. This position requires experience with databases, cloud architectures, and compliance with data standards. This position is responsible f… IT Jobs",[]
data scientist,Data Scientist,MANTECH,"Chantilly, Fairfax County",108394.18,108394.18,IT Jobs,2026-07-27 18:44:21+00:00,"hackajob is collaborating with MANTECH to connect them with exceptional professionals for this role. ManTech seeks a motivated, career and customer-oriented Data Scientist to join our team in Chantilly, VA . In this dynamic role, you will join a top-tier team of Information Technology and Analytic professionals dedicated to supporting national security through innovative data science and analytics. You will work in a self-contained Big Data environment where the team manages everything from inf…",https://www.adzuna.com/land/ad/5817696405?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=E9EFEB2C3A8995053BDB9D0440DD78E5568C8C77,"Data Scientist hackajob is collaborating with MANTECH to connect them with exceptional professionals for this role. ManTech seeks a motivated, career and customer-oriented Data Scientist to join our team in Chantilly, VA . In this dynamic role, you will join a top-tier team of Information Technology and Analytic professionals dedicated to supporting national security through innovative data science and analytics. You will work in a self-contained Big Data environment where the team manages everything from inf… IT Jobs",[]
data scientist,Senior GEOINT Data Scientist,ManTech International,"West Springfield, Fairfax County",140000.0,180000.0,IT Jobs,2026-07-13 19:06:09+00:00,"ManTech International seeks a Senior GEOINT Data Scientist to support critical U.S. national security missions. In this role, you will design and implement advanced geospatial analytics, fusing multi-INT data to deliver actionable insights for defense and intelligence customers. Responsibilities include building ML models, optimizing GEOINT workflows, and developing visualizations and decision-support tools. You will collaborate with mission, cyber, and engineering teams in a mission-focused, h…",https://www.adzuna.com/land/ad/5799204511?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=98E697DAA028C0E75853CE621A880653C6B8CF43,"Senior GEOINT Data Scientist ManTech International seeks a Senior GEOINT Data Scientist to support critical U.S. national security missions. In this role, you will design and implement advanced geospatial analytics, fusing multi-INT data to deliver actionable insights for defense and intelligence customers. Responsibilities include building ML models, optimizing GEOINT workflows, and developing visualizations and decision-support tools. You will collaborate with mission, cyber, and engineering teams in a mission-focused, h… IT Jobs",[]
data scientist,Senior AI/ Data Scientist,Cargill,"Northlake, DeKalb County",145000.0,190000.0,IT Jobs,2026-08-07 19:22:01+00:00,"Cargill seeks a Senior AI Data Scientist to drive advanced analytics across its global manufacturing operations. In this role, you will design, build, and deploy machine learning solutions that optimize production, quality, and supply chain performance. You will work with large industrial datasets, partner closely with engineers and plant leaders, and translate complex insights into practical actions. At Cargill, you will join a culture of integrity, safety, and inclusive growth while contribut…",https://www.adzuna.com/land/ad/5832629176?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=74FEB2EA3E7723E2948318BC33A0324566BDBCC9,"Senior AI/ Data Scientist Cargill seeks a Senior AI Data Scientist to drive advanced analytics across its global manufacturing operations. In this role, you will design, build, and deploy machine learning solutions that optimize production, quality, and supply chain performance. You will work with large industrial datasets, partner closely with engineers and plant leaders, and translate complex insights into practical actions. At Cargill, you will join a culture of integrity, safety, and inclusive growth while contribut… IT Jobs",['machine learning']
data scientist,Lead Data Scientist,LexisNexis,"Raleigh, Smith County",164090.44,164090.44,IT Jobs,2026-07-06 11:33:19+00:00,"hackajob is collaborating with LexisNexis to connect them with exceptional professionals for this role. About Us : LexisNexis, a part of RELX, is a leading global provider of legal, regulatory, and business information. We help customers increase productivity and improve decision-making and outcomes. Our 10,500 experts and innovative tools help us shape a better world for our customers and communities. About the Role : Are you looking to develop your Data Scientist career? Do you enjoy coaching…",https://www.adzuna.com/land/ad/5789986069?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=F22439E3495F86E1B7EF099DAA5CADD187385603,"Lead Data Scientist hackajob is collaborating with LexisNexis to connect them with exceptional professionals for this role. About Us : LexisNexis, a part of RELX, is a leading global provider of legal, regulatory, and business information. We help customers increase productivity and improve decision-making and outcomes. Our 10,500 experts and innovative tools help us shape a better world for our customers and communities. About the Role : Are you looking to develop your Data Scientist career? Do you enjoy coaching… IT Jobs",[]
data scientist,"Data Scientist, Specialist",Vanguard,"Frazer, Chester County",146858.16,146858.16,IT Jobs,2026-08-01 18:55:19+00:00,"hackajob is collaborating with Vanguard to connect them with exceptional professionals for this role. As a Senior Data Scientist, you will lead the development of the next generation AI/ML solutions for Vanguard Workplace Solutions. Leveraging state-of-the-art AI capabilities in machine learning, advanced analytics and generative AI, you will design and build innovative solutions to enhance efficiency, improve client experience and drive impactful strategies. You will explore emerging AI method…",https://www.adzuna.com/land/ad/5824798206?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=F6ABA4D543ED9709F7BB38F010A7F07096E23E4F,"Data Scientist, Specialist hackajob is collaborating with Vanguard to connect them with exceptional professionals for this role. As a Senior Data Scientist, you will lead the development of the next generation AI/ML solutions for Vanguard Workplace Solutions. Leveraging state-of-the-art AI capabilities in machine learning, advanced analytics and generative AI, you will design and build innovative solutions to enhance efficiency, improve client experience and drive impactful strategies. You will explore emerging AI method… IT Jobs",['machine learning']
data scientist,Senior Data Scientist,MANTECH,"Doral, Miami-Dade County",148907.47,148907.47,IT Jobs,2026-08-05 19:10:49+00:00,"hackajob is collaborating with MANTECH to connect them with exceptional professionals for this role. MANTECH seeks a motivated, career and customer-oriented Senior Data Scientist to join our team in Doral, FL. Responsibilities include but are not limited to: Lead the development and implementation of innovative data strategies and frameworks, driving data-driven decision-making and organizational learning Provide expert guidance and mentorship to other Data Scientists and Analysts, fostering a …",https://www.adzuna.com/land/ad/5829650051?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=CEA71A63EE971FE4498845943DAB7CFCB32C64AF,"Senior Data Scientist hackajob is collaborating with MANTECH to connect them with exceptional professionals for this role. MANTECH seeks a motivated, career and customer-oriented Senior Data Scientist to join our team in Doral, FL. Responsibilities include but are not limited to: Lead the development and implementation of innovative data strategies and frameworks, driving data-driven decision-making and organizational learning Provide expert guidance and mentorship to other Data Scientists and Analysts, fostering a … IT Jobs",[]
data scientist,Senior Data Scientist,Oracle,"Nashville, Howard County",185549.83,185549.83,IT Jobs,2026-08-09 06:58:06+00:00,"hackajob is collaborating with Oracle to connect them with exceptional professionals for this role. Description The Oracle Cloud Infrastructure Data Science and Analytics team is seeking a passionate, experienced Senior Data Scientist to tackle complex technical challenges of the Infrastructure Build processes, building sophisticated analytical solutions to drive optimization and efficiency. The candidate should have deep expertise in researching disparate data sources, setting up large-scale d…",https://www.adzuna.com/land/ad/5834594803?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=A02C044ACEBCA1A827DE7BA3DE03571724C92950,"Senior Data Scientist hackajob is collaborating with Oracle to connect them with exceptional professionals for this role. Description The Oracle Cloud Infrastructure Data Science and Analytics team is seeking a passionate, experienced Senior Data Scientist to tackle complex technical challenges of the Infrastructure Build processes, building sophisticated analytical solutions to drive optimization and efficiency. The candidate should have deep expertise in researching disparate data sources, setting up large-scale d… IT Jobs",[]
data scientist,Lead Data Scientist,Stord,"Atlanta, Fulton County",189073.45,189073.45,IT Jobs,2026-07-09 04:47:53+00:00,"hackajob is collaborating with Stord to connect them with exceptional professionals for this role. Stord is The Consumer Experience Company, powering seamless checkout through delivery for today's leading brands. Stord is rapidly growing and is on track to double our revenue in the next 18 months. To meet and exceed this target, Stord is strategically scaling teams across the entire company, and seeking energetic experts to help us achieve our mission. By combining comprehensive commerce-enable…",https://www.adzuna.com/land/ad/5793895798?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=ADB8ACA0700EED98B9CB8308DFB0058FBCDDB305,"Lead Data Scientist hackajob is collaborating with Stord to connect them with exceptional professionals for this role. Stord is The Consumer Experience Company, powering seamless checkout through delivery for today's leading brands. Stord is rapidly growing and is on track to double our revenue in the next 18 months. To meet and exceed this target, Stord is strategically scaling teams across the entire company, and seeking energetic experts to help us achieve our mission. By combining comprehensive commerce-enable… IT Jobs",[]
data scientist,"Data Scientist, Specialist",Vanguard,"Dallas, Texas",125665.01,125665.01,IT Jobs,2026-08-09 06:57:52+00:00,hackajob is collaborating with Vanguard to connect them with exceptional professionals for this role. We're the AI Center of Excellence within the Chief Data and Analytics Office. We work on projects that enable AI practitioners build AI products quickly and confidently. We work on many open problems around AI safety and evaluations. One way that we do so is by finding vulnerabilities in Gen AI applications with an automated adversarial testing service. We're looking for people who are technica…,https://www.adzuna.com/land/ad/5834593579?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=B969D2D270D79EF70FD121618785711A60621AAF,"Data Scientist, Specialist hackajob is collaborating with Vanguard to connect them with exceptional professionals for this role. We're the AI Center of Excellence within the Chief Data and Analytics Office. We work on projects that enable AI practitioners build AI products quickly and confidently. We work on many open problems around AI safety and evaluations. One way that we do so is by finding vulnerabilities in Gen AI applications with an automated adversarial testing service. We're looking for people who are technica… IT Jobs",[]
data scientist,"Data Scientist, Specialist",Vanguard,"Dallas, Texas",130819.06,130819.06,IT Jobs,2026-07-06 11:33:00+00:00,"hackajob is collaborating with Vanguard to connect them with exceptional professionals for this role. Vanguard is one of the world's largest and most respected investment management companies, known for its client-centric approach, low-cost investment products, and commitment to long-term, data-driven investment strategies. Our Center for Analytics and Insights (CAI) team is actively working on advancing AI innovation and building AI driven products for our business lines. The team aims to ulti…",https://www.adzuna.com/land/ad/5789985107?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=5514BF467BE47F1F61826351FC0070F90D7506A6,"Data Scientist, Specialist hackajob is collaborating with Vanguard to connect them with exceptional professionals for this role. Vanguard is one of the world's largest and most respected investment management companies, known for its client-centric approach, low-cost investment products, and commitment to long-term, data-driven investment strategies. Our Center for Analytics and Insights (CAI) team is actively working on advancing AI innovation and building AI driven products for our business lines. The team aims to ulti… IT Jobs",[]
data scientist,Senior Data Scientist,MANTECH,"Springfield, Effingham County",146846.95,146846.95,IT Jobs,2026-07-06 11:33:09+00:00,"hackajob is collaborating with MANTECH to connect them with exceptional professionals for this role. MANTECH seeks a motivated, career and customer-oriented Senior Data Scientist to join our team in Springfield, VA. This role is 100% on-site. The Senior Data Scientist leads the integration and application of advanced data analytics to solve complex business challenges and enhance mission security. The contractor will serve as a subject matter expert (SME), responsible for the entire lifecycle o…",https://www.adzuna.com/land/ad/5789985559?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=6767EEB99D746792453F16776F758A608EEC4591,"Senior Data Scientist hackajob is collaborating with MANTECH to connect them with exceptional professionals for this role. MANTECH seeks a motivated, career and customer-oriented Senior Data Scientist to join our team in Springfield, VA. This role is 100% on-site. The Senior Data Scientist leads the integration and application of advanced data analytics to solve complex business challenges and enhance mission security. The contractor will serve as a subject matter expert (SME), responsible for the entire lifecycle o… IT Jobs",[]
data scientist,"Data Scientist, Specialist",Vanguard,"Frazer, Chester County",114263.69,114263.69,IT Jobs,2026-07-06 11:33:28+00:00,"hackajob is collaborating with Vanguard to connect them with exceptional professionals for this role. Performs deep dive diagnostic, predictive, and prescriptive analytics to support data-driven business decision making. Role Summary As a Data Scientist, you will help turn data into decisions by combining strong technical execution with growing business awareness and communication skills. Working alongside more senior data scientists and cross-functional partners, you will contribute to solving…",https://www.adzuna.com/land/ad/5789986556?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=351F54C520F3A0AC6F7BBE3D55753F475CC89D84,"Data Scientist, Specialist hackajob is collaborating with Vanguard to connect them with exceptional professionals for this role. Performs deep dive diagnostic, predictive, and prescriptive analytics to support data-driven business decision making. Role Summary As a Data Scientist, you will help turn data into decisions by combining strong technical execution with growing business awareness and communication skills. Working alongside more senior data scientists and cross-functional partners, you will contribute to solving… IT Jobs",['communication']
data scientist,Senior Data Scientist,MANTECH,"Springfield, Effingham County",121887.36,121887.36,IT Jobs,2026-07-06 11:32:52+00:00,"hackajob is collaborating with MANTECH to connect them with exceptional professionals for this role. MANTECH seeks a motivated, career and customer-oriented Senior Data Scientist to join our team in Springfield, VA . This is a full-time onsite position. Responsibilities include but are not limited to: Assist in the creation of the necessary data pipelines to store and process data related to emergent sensors and platforms. This includes creation of any database tables and schemas, establishing …",https://www.adzuna.com/land/ad/5789984701?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=82A6CC617E95E2AA10560F344FA7C52908019875,"Senior Data Scientist hackajob is collaborating with MANTECH to connect them with exceptional professionals for this role. MANTECH seeks a motivated, career and customer-oriented Senior Data Scientist to join our team in Springfield, VA . This is a full-time onsite position. Responsibilities include but are not limited to: Assist in the creation of the necessary data pipelines to store and process data related to emergent sensors and platforms. This includes creation of any database tables and schemas, establishing … IT Jobs",[]
data scientist,"Data Scientist, Specialist",Vanguard,"Dallas, Texas",110167.52,110167.52,IT Jobs,2026-07-29 18:49:11+00:00,"hackajob is collaborating with Vanguard to connect them with exceptional professionals for this role. We are seeking a Senior AI/ML/Data Scientist / Applied AI Leader with deep expertise in Agentic AI, Large Language Models (LLMs), and Natural Language Processing (NLP) to solve high impact business problems using advanced AI capabilities. This role is not focused on experimentation alone. You will lead the transformation of complex, ambiguous business challenges into scalable, production ready …",https://www.adzuna.com/land/ad/5820379107?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=E8EFBF26E3060DEE255BD8B843B7097714ED3695,"Data Scientist, Specialist hackajob is collaborating with Vanguard to connect them with exceptional professionals for this role. We are seeking a Senior AI/ML/Data Scientist / Applied AI Leader with deep expertise in Agentic AI, Large Language Models (LLMs), and Natural Language Processing (NLP) to solve high impact business problems using advanced AI capabilities. This role is not focused on experimentation alone. You will lead the transformation of complex, ambiguous business challenges into scalable, production ready … IT Jobs",['nlp']
data scientist,Lead Data Scientist,Transunion,"Chicago, Cook County",131525.47,131525.47,Accounting & Finance Jobs,2026-07-09 04:47:54+00:00,"hackajob is collaborating with TransUnion to connect them with exceptional professionals for this role. TransUnion's Job Applicant Privacy Notice Personal Information We Collect Your Privacy Choices Team Overview This role reports into a Director of Data Science & Analytics. The Financial Services Analytics team is an industry recognized, client-facing department that rewards an entrepreneurial spirit. We have deep technical expertise and an established reputation as an analytic solutions provi…",https://www.adzuna.com/land/ad/5793895892?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=5E88022C2EC9CB96ECC4FF4B5C9AB180D5CD6024,"Lead Data Scientist hackajob is collaborating with TransUnion to connect them with exceptional professionals for this role. TransUnion's Job Applicant Privacy Notice Personal Information We Collect Your Privacy Choices Team Overview This role reports into a Director of Data Science & Analytics. The Financial Services Analytics team is an industry recognized, client-facing department that rewards an entrepreneurial spirit. We have deep technical expertise and an established reputation as an analytic solutions provi… Accounting & Finance Jobs",[]
data scientist,Data Scientist,Leidos,"Garrett Park, Montgomery County",105239.65,105239.65,Accounting & Finance Jobs,2026-08-03 18:15:27+00:00,"Job Description Description \n Leidos has a new and exciting opportunity for a Data Scientist in our Intel Sector Analysis Solutions Business Area (ASBA) in McLean, VA. Our talented team is at the forefront in Security Engineering, Computer Network Operations (CNO), Mission Software, Analytical Methods and Modeling, Signals Intelligence (SIGINT), and Cryptographic Key Management. At Leidos, we offer competitive benefits, including Paid Time Off, 11 paid Holidays, 401K with a 6% company match an…",https://www.adzuna.com/land/ad/5827027039?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=B5DD1886D8970D5580A19EE65D45DFBF9748402A,"Data Scientist Job Description Description \n Leidos has a new and exciting opportunity for a Data Scientist in our Intel Sector Analysis Solutions Business Area (ASBA) in McLean, VA. Our talented team is at the forefront in Security Engineering, Computer Network Operations (CNO), Mission Software, Analytical Methods and Modeling, Signals Intelligence (SIGINT), and Cryptographic Key Management. At Leidos, we offer competitive benefits, including Paid Time Off, 11 paid Holidays, 401K with a 6% company match an… Accounting & Finance Jobs",[]
data scientist,Data Scientist,Capital Staffing Solutions,"Wade Hampton, Greenville County",104971.81,104971.81,IT Jobs,2026-08-11 05:59:46+00:00,"You will act as the critical bridge between our Engineering domain data knowledge, business planning, operations and our IT execution team — defining what data we need, how it should be structured and used, and what AI/ML solutions can unlock the most value. You will support centralized business operations and program reporting that delivers harmonized insights and predicted range of outcomes to business stakeholders worldwide. You will build scenario planning models that test critical business…",https://www.adzuna.com/land/ad/5836566628?se=KMfvehyW8RG5VMLygbg_Tg&utm_medium=api&utm_source=e45342b0&v=86779284F3AB878E641269FB0C07BFD4ED34A441,"Data Scientist You will act as the critical bridge between our Engineering domain data knowledge, business planning, operations and our IT execution team — defining what data we need, how it should be structured and used, and what AI/ML solutions can unlock the most value. You will support centralized business operations and program reporting that delivers harmonized insights and predicted range of outcomes to business stakeholders worldwide. You will build scenario planning models that test critical business… IT Jobs",[]
