search_keyword,title,company,location,salary_min,salary_max,category,created,description,redirect_url
remote,Safety Data Analyst,SkyWest Airlines,"Salt Lake City Metropolitan Area, ",0,0,"customer support, web dev, exec, photoshop, ecommerce, education, data annotation, virtual assistant, coordinator, marketing, travel, finance, microsoft, ops, full time, game dev, video, content writing, medical, analyst, sys admin, dev, data science, excel, stats, digital nomad",2026-07-24T02:34:49+00:00,"<strong>About SkyWest<br><br></strong><strong>With over 16,000 aviation professionals operating thousands of daily flights, SkyWest Airlines connects millions of passengers each month to hundreds of destinations across North America. SkyWest operates in partnership with Delta Air Lines, United Airlines, American Airlines, and Alaska Airlines and has a fleet of nearly 450 aircraft. Headquartered in St. George, Utah, SkyWest's industry-leading workforce and excellent leadership team have consistently generated solid operational and economic performance, setting the standard for excellence in the regional industry.<br><br></strong><strong>SkyWest employees enjoy a distinctive and unmatched culture of teamwork, respect, quality, and professionalism, along with world-class benefits such as a 401(k) match, Performance Rewards, health care, retirement, and discounted travel worldwide.<br><br></strong><strong>Primary Job Duties<br><br></strong><ul><li>Analyze, compile, and report safety data to support all SkyWest safety programs. </li><li>Collect, analyze, and report safety assurance data from multiple safety data sources. </li><li>Identify, monitor, and communicate safety performance trends and emerging risks. </li><li>Track, maintain, and report key performance indicators (KPIs) for the Safety Department, including Flight Severity Index (FSI) events. </li><li>Present data analysis findings in safety meetings, investigations, and Safety Risk Assessments (SRAs). </li><li>Provide safety data reports and analysis for: </li><li>Partner safety metric reporting </li><li>Internal and external safety meetings </li><li>Pattern and trend analysis for Department Safety Managers and Safety Committees </li><li>Ad hoc reporting supporting investigations and proactive risk assessments </li><li>Maintain process measurement data and performance metrics for Safety Managers. </li><li>Create, update, and maintain Tableau dashboards and other reporting tools to support safety initiatives. </li><li>Support data-driven decision-making through proactive analysis of safety risks and operational trends. </li><li>Recognize and report hazards in the work environment through established safety reporting programs. </li><li>Ensure the accuracy, integrity, and timely delivery of safety data and reports. <br><br></li></ul><em>Compensation: The salary range for this position is $37,000-$52,000 per year. Initial offers will be based on a combination of relevant work experience, education, certifications, and formal training.<br><br></em><strong>Minimum Requirements<br><br></strong><ul><li>Qualified through education, training, experience, and expertise to perform data analysis functions. </li><li>Formal education in data analytics, statistics, quantitative methods, data collection, data interpretation, and analytical techniques; and/or a professional data analyst certification. </li><li>Two years of experience as a Data Analyst or in a related analytical role. </li><li>Excellent verbal and written communication, presentation, and interpersonal skills. </li><li>Ability to communicate complex data findings to leadership and business stakeholders. </li><li>Ability to work effectively in a collaborative team environment. </li><li>Ability to manage multiple projects simultaneously and prioritize competing deadlines. </li><li>Highly proficient in Microsoft Excel and experienced with the Microsoft Office Suite. </li><li>Demonstrated attention to detail and commitment to data accuracy. </li><li>Proficiency in Tableau, including dashboard development and maintenance. <br><br></li></ul><strong>Preferred Qualifications<br><br></strong><ul><li>Experience with aviation safety assurance programs, such as ASAP, FOQA, and LOSA. </li><li>Experience with Excellence through Quality (EtQ) Reliance software. </li><li>Experience working within an Aviation Safety Management System (SMS). </li><li>Knowledge of Federal Aviation Regulations (FARs) and company policies and procedures. </li><li>Experience analyzing operational, safety, or risk-management data. </li><li>Experience collecting, analyzing, and interpreting large datasets to identify trends, risks, and performance indicators. <br><br></li></ul><strong>Physical And Other Requirements<br><br></strong><ul><li>Open to remote work or based in SGU or SLC. </li><li>Ability to sit for extended periods while working at a computer. </li><li>Ability to travel occasionally as required. </li><li>This is not a Department of Transportation safety-sensitive position. <br><br></li></ul>Please complete the online application. Top candidates will be contacted for an interview<br/><br/>Please mention the word **FAVORED** and tag RMzQuMTM5LjE3OS44Ng== when applying to show you read the job post completely (#RMzQuMTM5LjE3OS44Ng==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-safety-data-analyst-skywest-airlines-1135445
